"FullDomainName","IPAddress","Make","Model","ClientVersion","OSDescription","LastSyncTime","LastReportedStatusTime"
"pcpmag0002.alkaloidad.local","10.30.6.134","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 11:07:06","05.3.2025 11:09:40"
"pcbraz0020.alkaloidad.local","10.30.0.49","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 02:05:16","05.3.2025 02:07:21"
"pcbmag0018.alkaloidad.local","10.30.0.35","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 05:26:44","05.3.2025 05:29:34"
"pcamen0004.alkaloidad.local","10.10.64.22","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:28:04","05.3.2025 06:30:41"
"pcamen0005.alkaloidad.local","10.10.64.14","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 05:28:15","05.3.2025 05:30:07"
"pcbmag0016.alkaloidad.local","10.30.0.57","Dell Inc.","OptiPlex 7010","10.0.17763.1852","Windows 10 Enterprise","03.3.2025 05:43:35","11.11.2022 10:50:11"
"pcbraz0016.alkaloidad.local","10.30.0.16","Dell Inc.","OptiPlex 5040","10.0.17763.1852","Windows 10 Enterprise","03.3.2025 05:22:14","04.7.2022 04:54:06"
"pcbmag0020.alkaloidad.local","10.30.0.36","Dell Inc.","OptiPlex 5060","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:44:47","05.3.2025 05:25:07"
"pcbmag0021.alkaloidad.local","10.30.0.26","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","04.3.2025 05:01:32","04.3.2025 05:03:25"
"pc000049.alkaloidad.local","10.30.0.42","Dell Inc.","OptiPlex 5050","10.0.19041.5198","Windows 10 Enterprise","19.2.2025 06:48:45","19.2.2025 07:22:27"
"pcanf1030.alkaloidad.local","10.10.40.194","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 10:55:23","20.9.2023 20:47:02"
"pcbraz0017.alkaloidad.local","10.30.0.43","Dell Inc.","OptiPlex 5040","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:57:57","05.3.2025 08:07:31"
"pcait0252.alkaloidad.local","10.10.77.18","VMware, Inc.","VMware Virtual Platform","10.0.16299.2166","Windows 10 Enterprise","05.3.2025 10:40:23","25.12.2021 21:10:57"
"pcait0251.alkaloidad.local","10.10.77.17","VMware, Inc.","VMware Virtual Platform","10.0.16299.2166","Windows 10 Enterprise","05.3.2025 10:56:48","02.6.2020 16:31:59"
"ipcakkf2005.alkaloidad.local","10.10.35.146","Dell Inc.","OptiPlex 7040","10.0.15063.726","Windows 10 Enterprise","05.3.2025 02:58:18","05.3.2025 03:06:23"
"pcakkf1043.alkaloidad.local","10.10.77.12","Dell Inc.","OptiPlex 5040","10.0.15063.966","Windows 10 Enterprise","05.3.2025 10:06:04","05.3.2025 07:51:06"
"pcakkf2038.alkaloidad.local","10.10.77.14","Dell Inc.","OptiPlex 7020","10.0.15063.966","Windows 10 Enterprise","05.3.2025 08:09:17","30.5.2022 16:57:10"
"pcakkf1042.alkaloidad.local","10.10.77.11","Dell Inc.","OptiPlex 7020","10.0.15063.966","Windows 10 Enterprise","05.3.2025 09:01:12","05.3.2025 05:55:36"
"pcakkf2037.alkaloidad.local","10.10.77.13","Dell Inc.","OptiPlex 7020","10.0.15063.966","Windows 10 Enterprise","05.3.2025 09:46:42","05.3.2025 08:58:20"
"ipcakkf2013.alkaloidad.local","10.10.35.154","Dell Inc.","OptiPlex 7040","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 02:22:54","05.3.2025 02:31:00"
"ipcakkf1017.alkaloidad.local","10.10.35.159","Dell Inc.","OptiPlex 7040","10.0.15063.1779","Windows 10 Enterprise","04.3.2025 13:23:36","04.3.2025 10:35:31"
"ipcakkf1016.alkaloidad.local","10.10.35.157","Dell Inc.","OptiPlex 7040","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 01:39:40","05.3.2025 01:47:44"
"ipcainst1008.alkaloidad.local","10.10.35.247","Dell Inc.","OptiPlex 7050","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 02:44:54","05.3.2025 02:52:58"
"ipcainst1005.alkaloidad.local","10.10.35.250","Dell Inc.","OptiPlex 7050","10.0.15063.726","Windows 10 Enterprise","05.3.2025 00:39:10","05.3.2025 00:47:15"
"ipcakkf2003.alkaloidad.local","10.10.35.144","Dell Inc.","OptiPlex 7040","10.0.15063.726","Windows 10 Enterprise","05.3.2025 11:01:36","05.3.2025 05:03:26"
"ipcakkf1012.alkaloidad.local","10.10.35.139","Dell Inc.","OptiPlex 7040","10.0.15063.966","Windows 10 Enterprise","04.3.2025 22:37:31","04.3.2025 22:45:36"
"ipcakkf2012.alkaloidad.local","10.10.35.153","Dell Inc.","OptiPlex 7040","10.0.15063.1292","Windows 10 Enterprise","05.3.2025 07:08:26","04.3.2025 10:48:20"
"pcauz1006.alkaloidad.local","10.10.82.6","Dell Inc.","Latitude 5590","10.0.19041.5198","Windows 10 Enterprise","04.3.2025 07:45:27","24.2.2025 19:30:56"
"ipcainst1011.alkaloidad.local","10.10.35.244","Dell Inc.","OptiPlex 7050","10.0.15063.1779","Windows 10 Enterprise","03.3.2025 07:23:53","02.3.2025 23:41:52"
"ipcakkf1003.alkaloidad.local","10.10.35.130","Dell Inc.","OptiPlex 7040","10.0.15063.726","Windows 10 Enterprise","04.3.2025 08:57:28","04.3.2025 09:05:29"
"ipcainst1003.alkaloidad.local","10.10.35.252","Dell Inc.","OptiPlex 7050","10.0.15063.726","Windows 10 Enterprise","05.3.2025 10:46:16","05.3.2025 10:54:18"
"ipcakkf1015.alkaloidad.local","10.10.35.156","Dell Inc.","OptiPlex 7050","10.0.15063.1446","Windows 10 Enterprise","05.3.2025 09:14:35","05.3.2025 08:22:47"
"ipcakkf2015.alkaloidad.local","10.10.35.158","Dell Inc.","OptiPlex 7040","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 01:46:57","05.3.2025 01:54:59"
"pcdoj002.alkaloidad.local","10.30.5.43","Dell Inc.","OptiPlex 5050","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:32:35","05.3.2025 06:37:05"
"pcauz7100.alkaloidad.local","10.15.55.11","Dell Inc.","Inspiron 17 7000 Series 7746","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 01:05:52","05.3.2025 01:14:41"
"pc000641.alkaloidad.local","10.10.41.109","Dell Inc.","Latitude 5590","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:23:03","05.3.2025 06:31:50"
"pcauz14022.alkaloidad.local","10.10.40.127","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:23:14","05.3.2025 06:33:17"
"pc000051.alkaloidad.local","10.10.41.249","Dell Inc.","Latitude 5590","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:46:17","05.3.2025 01:41:13"
"pcainst1087.alkaloidad.local","10.10.40.137","Dell Inc.","Latitude 5500","1309.2409.26012.0","Windows 10 Enterprise","04.3.2025 06:33:44","04.3.2025 06:42:02"
"pcaex1004.alkaloidad.local","10.10.13.12","Dell Inc.","OptiPlex 5040","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 05:03:52","05.3.2025 05:13:42"
"pcakkf2044.alkaloidad.local","10.10.77.16","Dell Inc.","OptiPlex 5040","10.0.17134.1038","Windows 10 Enterprise","05.3.2025 03:01:49","05.3.2025 03:11:05"
"pcanf0088.alkaloidad.local","10.10.41.248","Dell Inc.","OptiPlex 5060","10.0.17763.1852","Windows 10 Enterprise","04.3.2025 22:16:45","23.2.2025 05:14:50"
"pcainst1088.alkaloidad.local","10.10.41.195","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:24:20","05.3.2025 06:28:04"
"pcainst1091.alkaloidad.local","10.10.41.253","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 08:14:05","05.3.2025 08:14:08"
"pc000954.alkaloidad.local","10.10.6.49","Dell Inc.","OptiPlex 5070","10.0.17763.1852","Windows 10 Enterprise","05.3.2025 06:26:50","05.3.2025 06:36:50"
"pcakkf3050.alkaloidad.local","10.10.10.33","Dell Inc.","OptiPlex 7060","10.0.17763.1817","Windows 10 Enterprise","04.3.2025 17:39:03","04.3.2025 17:48:48"
"pcanf0038.alkaloidad.local","10.10.40.208","Dell Inc.","Latitude 5590","10.0.19041.5198","Windows 10 Enterprise","27.2.2025 06:01:59","27.2.2025 06:05:37"
"pcauz4057.alkaloidad.local","10.10.1.19","Dell Inc.","OptiPlex 7010","10.0.17763.1852","Windows 10 Enterprise","05.3.2025 07:44:48","05.3.2025 07:54:12"
"srvaitppviewer.alkaloidad.local","10.10.50.129","VMware, Inc.","VMware Virtual Platform","10.0.17763.1852","Windows 10 Enterprise","04.3.2025 14:15:26","24.1.2023 16:28:54"
"pcanf0093.alkaloidad.local","10.10.12.61","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 08:27:08","05.3.2025 08:29:03"
"pc000853.alkaloidad.local","10.10.42.106","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:30:58","05.3.2025 06:32:53"
"pcakkf3049.alkaloidad.local","10.10.10.34","Dell Inc.","OptiPlex 7060","10.0.17763.1817","Windows 10 Enterprise","05.3.2025 02:43:38","05.3.2025 02:53:10"
"pc000635.alkaloidad.local","10.10.41.56","Dell Inc.","Latitude 5400","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:56:11","05.3.2025 07:04:54"
"pcakkf2055.alkaloidad.local","10.10.41.240","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:16:24","05.3.2025 06:25:10"
"pcakkf2053.alkaloidad.local","10.10.40.19","Dell Inc.","Latitude 5500","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 03:54:09","05.3.2025 04:03:18"
"pc001172.alkaloidad.local","10.10.40.29","Dell Inc.","Latitude 5500","1309.2409.26012.0","Windows 10 Enterprise","05.3.2025 06:25:03","05.3.2025 06:35:29"
"pc001224.alkaloidad.local","10.10.40.223","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","03.3.2025 06:11:02","03.3.2025 06:15:10"
"pcauz11042.alkaloidad.local","10.10.16.34","Dell Inc.","Latitude 5400","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:43:32","03.3.2025 07:00:40"
"pcauz9032.alkaloidad.local","10.10.140.10","Dell Inc.","Precision 5820 Tower","1215.2401.19022.0","Windows 10 Enterprise","04.3.2025 06:19:19","04.3.2025 06:21:34"
"pcauz3099.alkaloidad.local","10.30.17.154","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 04:12:36","05.3.2025 04:14:51"
"pcauz9033.alkaloidad.local","10.10.140.9","Dell Inc.","Precision 5820 Tower","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:47:07","05.3.2025 06:49:33"
"pcanf0077.alkaloidad.local","10.10.12.74","Dell Inc.","OptiPlex 5050","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 03:00:08","04.3.2025 15:58:54"
"pcauz9034.alkaloidad.local","10.10.140.8","Dell Inc.","Precision 5820 Tower","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 06:39:07","05.3.2025 06:41:29"
"pc000965.alkaloidad.local","10.10.140.7","Dell Inc.","Precision 5820 Tower","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 10:32:23","05.3.2025 10:34:47"
"pcamv0011.alkaloidad.local","10.10.16.7","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 10:25:50","05.3.2025 10:28:01"
"pcbmag0022.alkaloidad.local","10.30.0.27","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:36:11","05.3.2025 06:36:20"
"pcainst1098.alkaloidad.local","10.15.55.10","Dell Inc.","Latitude 5400","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 01:01:37","17.9.2024 06:58:05"
"pcainst1096.alkaloidad.local","10.10.41.87","Dell Inc.","Latitude 5400","10.0.17763.1852","Windows 10 Enterprise","05.3.2025 06:46:09","05.3.2025 06:56:34"
"ipcakkf2016.alkaloidad.local","10.10.35.160","Dell Inc.","OptiPlex 7060","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 02:29:22","05.3.2025 02:37:27"
"pc000962.alkaloidad.local","10.10.16.25","Dell Inc.","OptiPlex 5040","10.0.19041.5438","Windows 10 Enterprise","25.2.2025 06:24:05","25.2.2025 06:26:23"
"pcauz5076.alkaloidad.local","10.10.6.55","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:30:01","05.3.2025 06:32:20"
"pcauz5074.alkaloidad.local","10.10.6.38","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 05:45:58","05.3.2025 05:55:15"
"pcauz5081.alkaloidad.local","10.10.42.115","Dell Inc.","OptiPlex 5070","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:31:06","05.3.2025 06:40:50"
"pcauz5078.alkaloidad.local","10.10.40.195","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:27:38","05.3.2025 06:30:05"
"pcauz5079.alkaloidad.local","10.10.6.75","Dell Inc.","OptiPlex 5070","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 07:00:01","05.3.2025 03:21:48"
"pcauz14025.alkaloidad.local","10.10.8.32","Dell Inc.","Latitude 5400","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:22:13","05.3.2025 06:31:17"
"pc000008.alkaloidad.local","10.10.40.68","Dell Inc.","Latitude 5500","1309.2412.6022.0","Windows 10 Enterprise","05.3.2025 10:25:16","24.11.2023 08:25:01"
"pcanf2089.alkaloidad.local","10.10.12.62","Dell Inc.","OptiPlex 5070","10.0.17763.1852","Windows 10 Enterprise","01.3.2025 07:50:56","19.7.2024 07:44:27"
"pcbpro0005.alkaloidad.local","10.30.0.41","Dell Inc.","OptiPlex 5040","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 01:55:49","05.3.2025 01:58:05"
"pc001174.alkaloidad.local","10.10.12.11","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 08:32:17","05.3.2025 08:41:01"
"pcanf0103.alkaloidad.local","10.10.41.63","Dell Inc.","OptiPlex 5070","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 01:27:49","05.3.2025 01:30:30"
"pcanf0104.alkaloidad.local","10.10.40.188","Dell Inc.","OptiPlex 5070","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 02:17:51","05.3.2025 02:20:02"
"pckons3035.alkaloidad.local","10.30.2.159","Dell Inc.","Latitude 5400","10.0.19041.4717","Windows 10 Enterprise","05.3.2025 07:00:02","05.3.2025 02:59:46"
"pcbmag0025.alkaloidad.local","10.30.0.56","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 01:11:19","05.3.2025 01:15:11"
"pcbraz0022.alkaloidad.local","10.30.0.44","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:45:15","05.3.2025 06:50:03"
"pcauz4102.alkaloidad.local","10.10.1.44","Dell Inc.","Latitude 5500","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:16:02","05.3.2025 06:22:34"
"pcait0311.alkaloidad.local","10.50.9.145","Dell Inc.","Latitude 5500","10.0.17763.1457","Windows 10 Enterprise","05.3.2025 07:59:15","05.3.2025 08:09:40"
"pcanf0075.alkaloidad.local","10.10.34.10","Dell Inc.","OptiPlex 5050","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 01:26:38","05.3.2025 01:30:21"
"pc000830.alkaloidad.local","10.30.0.20","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 11:03:56","05.3.2025 11:05:49"
"pcainst1057.alkaloidad.local","10.10.40.177","Dell Inc.","Latitude 5500","1309.2409.26012.0","Windows 10 Enterprise","05.3.2025 06:49:09","05.3.2025 06:50:21"
"pc001297.alkaloidad.local","10.10.40.173","Dell Inc.","Latitude 5500","1309.2409.26012.0","Windows 10 Enterprise","05.3.2025 06:50:07","05.3.2025 07:01:07"
"pcakkf3063.alkaloidad.local","10.10.41.132","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:26:22","05.3.2025 06:29:38"
"pcauz4098.alkaloidad.local","10.10.41.12","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:45:10","05.3.2025 07:01:55"
"pc001026.alkaloidad.local","10.30.4.54","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:33:11","05.3.2025 06:33:26"
"ipcakkf2006.alkaloidad.local","10.10.35.147","Dell Inc.","OptiPlex 7040","10.0.15063.1779","Windows 10 Enterprise","05.3.2025 10:01:46","05.3.2025 01:37:07"
"pc001006.alkaloidad.local","10.10.42.62","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:43:32","05.3.2025 06:45:30"
"pcamv0012.alkaloidad.local","10.10.41.97","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:13:05","04.3.2025 16:15:55"
"pcainst2053.alkaloidad.local","10.10.42.96","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:26:47","05.3.2025 06:30:32"
"pc000895.alkaloidad.local","10.10.42.136","Dell Inc.","Latitude 5500","10.0.17763.1852","Windows 10 Enterprise","28.2.2025 06:30:15","19.12.2024 07:00:29"
"pc000876.alkaloidad.local","10.30.17.145","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:05:41","05.3.2025 07:05:42"
"pc000220.alkaloidad.local","10.10.41.107","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 07:06:17","05.3.2025 07:06:27"
"pc000293.alkaloidad.local","10.10.12.54","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:40:54","05.3.2025 01:35:22"
"pcakkf1037.alkaloidad.local","10.10.41.2","Dell Inc.","Latitude 5580","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 01:50:16","05.3.2025 01:58:36"
"pcappz1028.alkaloidad.local","10.30.0.132","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:57:28","05.3.2025 05:51:02"
"pcanf0110.alkaloidad.local","10.10.40.44","Dell Inc.","OptiPlex 5070","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 02:01:40","05.3.2025 02:04:15"
"pcauz10056.alkaloidad.local","10.10.6.36","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 08:40:26","05.3.2025 08:42:22"
"pcauz3101.alkaloidad.local","10.30.17.156","Dell Inc.","OptiPlex 5070","10.0.19041.5198","Windows 10 Enterprise","02.3.2025 23:59:09","03.3.2025 00:01:23"
"pcauz3103.alkaloidad.local","10.30.17.155","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 11:06:45","05.3.2025 11:08:58"
"pcanf0109.alkaloidad.local","10.10.40.86","Dell Inc.","OptiPlex 5070","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 02:01:35","05.3.2025 02:04:12"
"pcauz3102.alkaloidad.local","10.30.17.153","Dell Inc.","OptiPlex 5070","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:31:29","28.2.2025 12:41:22"
"pcappz1029.alkaloidad.local","10.10.41.66","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 02:22:46","14.7.2020 08:11:33"
"pcauz1079.alkaloidad.local","10.10.41.81","Dell Inc.","OptiPlex 5060","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:44:38","05.3.2025 06:46:54"
"pcanf0107.alkaloidad.local","10.10.40.33","Dell Inc.","OptiPlex 5070","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 02:00:33","05.3.2025 02:03:06"
"pcauz9038.alkaloidad.local","10.10.140.11","Dell Inc.","Precision 5820 Tower","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:40:43","05.3.2025 06:42:56"
"pc000243.alkaloidad.local","10.10.1.4","Dell Inc.","Latitude 5590","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:39:15","05.3.2025 06:39:41"
"pcauz1083.alkaloidad.local","10.10.1.91","Dell Inc.","OptiPlex 5070","1309.2409.26012.0","Windows 10 Enterprise","05.3.2025 08:32:53","05.3.2025 08:47:52"
"pcanf0113.alkaloidad.local","10.10.40.34","Dell Inc.","OptiPlex 5070","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 01:50:02","05.3.2025 01:51:53"
"pcakas0004.alkaloidad.local","10.10.64.34","Dell Inc.","OptiPlex 5070","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 11:08:34","05.3.2025 11:10:44"
"ipcainst1021.alkaloidad.local","10.10.35.234","Dell Inc.","OptiPlex 7050","10.0.15063.1779","Windows 10 Enterprise","05.3.2025 01:44:21","05.3.2025 01:52:23"
"ipcainst1024.alkaloidad.local","10.10.35.231","Dell Inc.","OptiPlex 7060","10.0.15063.1779","Windows 10 Enterprise","05.3.2025 02:51:40","05.3.2025 02:59:43"
"ipcainst1025.alkaloidad.local","10.10.35.230","Dell Inc.","OptiPlex 7060","10.0.15063.1779","Windows 10 Enterprise","05.3.2025 06:28:57","05.3.2025 06:36:59"
"pcakkf1059.alkaloidad.local","10.10.40.72","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:24:10","04.3.2025 14:56:50"
"pcakkf2057.alkaloidad.local","10.10.40.61","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:10:32","05.3.2025 06:14:01"
"pcakkf2058.alkaloidad.local","10.10.40.171","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 01:49:06","05.3.2025 01:52:08"
"pcamag0007.alkaloidad.local","10.30.6.36","Dell Inc.","Latitude 5500","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 02:30:14","05.3.2025 02:43:06"
"pc000115.alkaloidad.local","10.10.12.15","Dell Inc.","Latitude 5500","10.0.19041.2311","Windows 10 Enterprise","04.3.2025 15:17:37","04.3.2025 15:26:25"
"pcait0347.alkaloidad.local","10.10.41.29","Dell Inc.","Latitude 5500","1309.2409.26012.0","Windows 10 Enterprise","05.3.2025 07:00:02","05.3.2025 07:03:18"
"pcakkf2056.alkaloidad.local","10.10.40.159","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:33:07","05.3.2025 06:42:41"
"pcanf0111.alkaloidad.local","10.10.40.51","Dell Inc.","OptiPlex 5070","10.0.19041.3031","Windows 10 Enterprise","05.3.2025 01:33:57","05.3.2025 01:36:58"
"pcanf1031.alkaloidad.local","10.10.40.66","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:12:14","05.3.2025 06:15:37"
"pc000483.alkaloidad.local","10.10.42.118","Dell Inc.","Latitude 5500","10.0.19041.5438","Windows 10 Enterprise","05.3.2025 06:30:39","05.3.2025 06:30:41"
"pc000636.alkaloidad.local","10.10.40.105","Dell Inc.","Latitude 5580","10.0.19041.5198","Windows 10 Enterprise","05.3.2025 06:31:24","05.3.2025 01:46:50"
